,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2021-02-22,0.99,0.945,0.99,0.944,494605,47562691.0,0.0,0.0,0.0,3.56
1,2021-02-23,0.946,0.941,0.955,0.935,300573,28311418.0,2.12,-0.42,-0.004,2.17
2,2021-02-24,0.94,0.901,0.943,0.894,454021,41564052.0,5.21,-4.25,-0.04,3.27
3,2021-02-25,0.902,0.896,0.915,0.895,198789,17950702.0,2.22,-0.55,-0.005,1.43
4,2021-02-26,0.884,0.883,0.9,0.868,150761,13292058.0,3.57,-1.45,-0.013,1.09
5,2021-03-01,0.883,0.899,0.9,0.877,134721,12020564.0,2.6,1.81,0.016,0.97
6,2021-03-02,0.902,0.878,0.906,0.868,216526,19182480.0,4.23,-2.34,-0.021,1.56
7,2021-03-03,0.877,0.896,0.898,0.87,162149,14370613.0,3.19,2.05,0.018,1.17
8,2021-03-04,0.888,0.855,0.888,0.849,283854,24535890.0,4.35,-4.58,-0.041,2.04
9,2021-03-05,0.85,0.858,0.863,0.837,136290,11623828.0,3.04,0.35,0.003,0.98
10,2021-03-08,0.859,0.812,0.872,0.812,302660,25517585.0,6.99,-5.36,-0.046,2.18
11,2021-03-09,0.812,0.783,0.813,0.766,260229,20612401.0,5.79,-3.57,-0.029,1.87
12,2021-03-10,0.79,0.799,0.81,0.79,173164,13895268.0,2.55,2.04,0.016,1.25
13,2021-03-11,0.799,0.824,0.836,0.799,206020,16921786.0,4.63,3.13,0.025,1.48
14,2021-03-12,0.826,0.827,0.829,0.809,105333,8648104.0,2.43,0.36,0.003,0.76
15,2021-03-15,0.821,0.789,0.821,0.779,158681,12643081.0,5.08,-4.59,-0.038,1.14
16,2021-03-16,0.788,0.804,0.807,0.785,115053,9171328.0,2.79,1.9,0.015,0.83
17,2021-03-17,0.8,0.805,0.812,0.787,104102,8342434.0,3.11,0.12,0.001,0.75
18,2021-03-18,0.806,0.829,0.831,0.806,187816,15495388.0,3.11,2.98,0.024,1.35
19,2021-03-19,0.816,0.815,0.825,0.804,146060,11864289.0,2.53,-1.69,-0.014,1.05
20,2021-03-22,0.811,0.817,0.832,0.807,117303,9591885.0,3.07,0.25,0.002,0.84
21,2021-03-23,0.819,0.819,0.833,0.809,123077,10125686.0,2.94,0.24,0.002,0.89
22,2021-03-24,0.813,0.82,0.829,0.813,96377,7945211.0,1.95,0.12,0.001,0.69
23,2021-03-25,0.82,0.831,0.834,0.81,195755,16180912.0,2.93,1.34,0.011,1.41
24,2021-03-26,0.831,0.861,0.864,0.831,247324,21029567.0,3.97,3.61,0.03,1.78
25,2021-03-29,0.862,0.863,0.871,0.852,143823,12409441.0,2.21,0.23,0.002,1.04
26,2021-03-30,0.864,0.877,0.887,0.855,183621,16096916.0,3.71,1.62,0.014,1.32
27,2021-03-31,0.882,0.87,0.882,0.861,99597,8646536.0,2.39,-0.8,-0.007,0.72
28,2021-04-01,0.871,0.881,0.884,0.871,146239,12845349.0,1.49,1.26,0.011,1.05
29,2021-04-02,0.881,0.889,0.899,0.881,184949,16518748.0,2.04,0.91,0.008,1.33
30,2021-04-06,0.892,0.881,0.898,0.878,82459,7289670.0,2.25,-0.9,-0.008,0.59
31,2021-04-07,0.882,0.883,0.888,0.87,132427,11631945.0,2.04,0.23,0.002,0.95
32,2021-04-08,0.883,0.902,0.903,0.874,185093,16546587.0,3.28,2.15,0.019,1.33
33,2021-04-09,0.901,0.883,0.901,0.88,115227,10195659.0,2.33,-2.11,-0.019,0.83
